term,created_date,course_info,audience,section,question,Number of Responses,Course Mean,Dept. Mean,Univ. Mean,Course Median,Dept. Median,Univ. Median,count_5,count_4,count_3,count_2,count_1,comment_prompt,comments_json,demographics_json
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N03 Intro Research Method Hlthcare  (Tru Byrnes),24,Comments,,,,,,,,,,,,,,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,"[""n/a"", ""N/A""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N03 Intro Research Method Hlthcare  (Tru Byrnes),24,Comments,,,,,,,,,,,,,,What I could have done to make this course better for myself.,"[""I could have spent more time with this course.""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N03 Intro Research Method Hlthcare  (Tru Byrnes),24,Demographics,How often did you attend this class both in-person and remotely?,,,,,,,,,,,,,,,"{""80-100%"": 4, ""60-80%"": 1, ""40-60%"": 0, ""20-40%"": 0, ""1-20%"": 0}"
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N03 Intro Research Method Hlthcare  (Tru Byrnes),24,Demographics,The number of hours per week I devoted to this course outside scheduled class meeting times.,,,,,,,,,,,,,,,"{""More than 10"": 0, ""8-10"": 0, ""5-7"": 4, ""3-4"": 1, ""0-2"": 0}"
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG6115-02 Health Assessment  (Shannon Trainor),12,Questions to Assess Students’ Online Experience,Online course materials were organized to help me navigate through the course week by week.,5,3.8,4.45,4.5,5.0,5.0,5.0,3,0,1,0,1,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG6115-02 Health Assessment  (Shannon Trainor),12,Questions to Assess Students’ Online Experience,Online interactions with my instructor created a sense of connection in the virtual classroom.,5,3.6,4.36,4.36,4.0,5.0,5.0,2,1,1,0,1,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG6115-02 Health Assessment  (Shannon Trainor),12,Questions to Assess Students’ Online Experience,Online course interactions created a sense of community and connection to my classmates.,4,2.75,4.3,4.26,2.5,5.0,5.0,1,1,0,0,2,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG6115-02 Health Assessment  (Shannon Trainor),12,Questions to Assess Students’ Online Experience,I had the necessary computer skills and technology to successfully complete the course.,5,5.0,4.72,4.69,5.0,5.0,5.0,5,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG6115-02 Health Assessment  (Shannon Trainor),12,Course Related Questions,The syllabus was accurate and helpful in delineating expectations and course outcomes.,5,4.4,4.54,4.56,4.0,5.0,5.0,2,3,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG6115-02 Health Assessment  (Shannon Trainor),12,Course Related Questions,Required and additional course materials were helpful in achieving course outcomes.,5,4.0,4.41,4.45,5.0,5.0,5.0,3,0,1,1,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG6115-02 Health Assessment  (Shannon Trainor),12,Learning Related Questions,In-class sessions were helpful for learning.,5,3.4,4.25,4.29,3.0,5.0,5.0,2,0,1,2,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG6115-02 Health Assessment  (Shannon Trainor),12,Learning Related Questions,Out-of-class assignments and/or fieldwork were helpful for learning.,5,4.2,4.3,4.36,4.0,5.0,5.0,2,2,1,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG6115-02 Health Assessment  (Shannon Trainor),12,Learning Related Questions,This course was intellectually challenging.,5,4.8,4.36,4.38,5.0,5.0,5.0,4,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG6115-02 Health Assessment  (Shannon Trainor),12,Learning Related Questions,I learned a lot in this course.,5,4.6,4.45,4.48,5.0,5.0,5.0,3,2,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG6115-02 Health Assessment  (Shannon Trainor),12,Instructor Related Questions: Shannon Trainor,The instructor came to class prepared to teach.,5,3.8,4.62,4.6,4.0,5.0,5.0,2,1,1,1,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG6115-02 Health Assessment  (Shannon Trainor),12,Instructor Related Questions: Shannon Trainor,The instructor used class time effectively.,5,4.0,4.58,4.51,4.0,5.0,5.0,2,1,2,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG6115-02 Health Assessment  (Shannon Trainor),12,Instructor Related Questions: Shannon Trainor,The instructor clearly communicated ideas and information.,5,3.4,4.56,4.53,5.0,5.0,5.0,3,0,0,0,2,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG6115-02 Health Assessment  (Shannon Trainor),12,Instructor Related Questions: Shannon Trainor,The instructor provided sufficient feedback.,5,4.0,4.58,4.52,5.0,5.0,5.0,3,0,1,1,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG6115-02 Health Assessment  (Shannon Trainor),12,Instructor Related Questions: Shannon Trainor,The instructor fairly evaluated my performance.,5,4.4,4.64,4.6,5.0,5.0,5.0,3,1,1,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG6115-02 Health Assessment  (Shannon Trainor),12,Instructor Related Questions: Shannon Trainor,The instructor was available to assist students outside of class.,5,4.0,4.63,4.6,5.0,5.0,5.0,3,1,0,0,1,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG6115-02 Health Assessment  (Shannon Trainor),12,Instructor Related Questions: Shannon Trainor,The instructor facilitated a respectful and inclusive learning environment.,5,4.2,4.66,4.66,5.0,5.0,5.0,4,0,0,0,1,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG6115-02 Health Assessment  (Shannon Trainor),12,Instructor Related Questions: Shannon Trainor,The instructor displayed enthusiasm for the course.,5,4.2,4.64,4.63,5.0,5.0,5.0,3,0,2,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG6115-02 Health Assessment  (Shannon Trainor),12,Instructor Effectiveness: Shannon Trainor,What is your overall rating of this instructor's teaching effectiveness?,5,3.8,4.64,4.6,4.0,5.0,5.0,2,1,1,1,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG6115-02 Health Assessment  (Shannon Trainor),12,Comments,,,,,,,,,,,,,,Please comment on your experience of the online course environment in the open-ended text box.,"[""No interactions with classmates."", ""I think the class was organized well for the online course environment given that it is very difficult to conduct a course like this online."", ""I love online learning. It has helped me so much as being a full–time overnight nurse. I couldn't be in this program if it wasn't for this online course environment.""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG6115-02 Health Assessment  (Shannon Trainor),12,Comments,,,,,,,,,,,,,,What were the strengths of this course and/or this instructor?,"[""I had to hire a private tutor because I didn't get clear answers and instructions from the professor. Expensive and disappointing since I'm already paying tuition, but I did what I needed to do to learn the techniques."", ""Unorganized, assignments / rubrics contraindicated themselves, feedback contraindicated itself"", ""She provided very detailed course modules and thoughtful feedback."", ""This class was very organized and had a lot of content and resources available. The instructor was always eager to aid in our learning and willing to meet and discuss any issues we had."", ""This course was a challenge for sure. The professor was organized and I knew everything that was expected of me each week. I believe the deadlines were helpful as well.""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG6115-02 Health Assessment  (Shannon Trainor),12,Comments,,,,,,,,,,,,,,What could the instructor do to make this course better?,"[""The online weekly canvas modules are loads of cut and pasted information from various sources without flow of information. Perhaps use Bates online videos and Gawlik for textbook as they're both available to us 24/7 and included in tuition, many other profs choose accessible resources instead of expensive textbooks. Grade assignments more quickly so we can integrate feedback (weekly assignments were 6 weeks behind at one point). Consistent rubrics. Add discussion areas for students+instructor as well as students only for questions, in person we would be highly relying upon peers for our learning experience."", ""More clear guidelines and expectations"", ""Once you begin the course, the modules make more sense however I think the course introductory material could be explained better and decrease overall confusion. I think that the SOAP notes were difficult for many students because we were told to follow the textbook but for the review of systems the textbook outlined more details than the instructor wanted even though we were told to use it as an aid. This would be a good area for the instructors to further clarify expectations regarding write ups. Additionally, I think a detailed SOAP note document with different sections would be a helpful tool created by the instructors to further clarify write up expectations. Additionally, I felt that the way SOAP notes were graded was not consistent week to week."", ""I'm not sure how to make this course better. This is a challenging course because there is a lot of material. The best thing that helped me in this class was the rubrics each week. It allowed me to understand what was asked of me each week.  Continue to include the rubrics each week for the assignments.""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG6115-02 Health Assessment  (Shannon Trainor),12,Comments,,,,,,,,,,,,,,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,"[""During initial meeting her phrases “don’t waste our time...” and “we don’t want to see…” I found to be unprofessional and created a combative environment I don't prefer."", ""Grading was very late, final had to move dates and became disorganized"", ""I understand that watching 20+ students videos and reading SOAP notes can be very time consuming but the grades were often not released in a timely manner. We were often submitting videos and write ups without any feedback on the previous 1–2 weeks which can further hinder our grade but we would not know it. I understand it is time consuming but perhaps decreasing the content on the videos would result in shorter videos and more timely grading. It can be frustrating to keep submitting videos and work for multiple weeks without any idea of what should be changed or areas of improvement. Additionally, for some weeks (neurologic, MS, HEENT) it was a lot of content to fit into 10 minutes often resulting in poor examinations, rushed speaking parts, and very hectic videos. I think this needs to be reconsidered going forward."", ""Professor Trainor was extremely helpful and understanding. She provided great feedback on how to improve on my skills that will help me in the future and for the final exam.""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG6115-02 Health Assessment  (Shannon Trainor),12,Comments,,,,,,,,,,,,,,What I could have done to make this course better for myself.,"[""None"", ""I think I used the textbook and Bates videos to my advantage for succeeding in this course.""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG6115-02 Health Assessment  (Shannon Trainor),12,Demographics,How often did you attend this class both in-person and remotely?,,,,,,,,,,,,,,,"{""80-100%"": 5, ""60-80%"": 0, ""40-60%"": 0, ""20-40%"": 0, ""1-20%"": 0}"
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG6115-02 Health Assessment  (Shannon Trainor),12,Demographics,The number of hours per week I devoted to this course outside scheduled class meeting times.,,,,,,,,,,,,,,,"{""More than 10"": 3, ""8-10"": 1, ""5-7"": 0, ""3-4"": 0, ""0-2"": 0}"
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG6115-03 Health Assessment  (Jane Adams),12,Questions to Assess Students’ Online Experience,Online course materials were organized to help me navigate through the course week by week.,6,3.83,4.45,4.5,4.0,5.0,5.0,2,2,1,1,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG6115-03 Health Assessment  (Jane Adams),12,Questions to Assess Students’ Online Experience,Online interactions with my instructor created a sense of connection in the virtual classroom.,6,3.5,4.36,4.36,3.5,5.0,5.0,2,1,1,2,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG6115-03 Health Assessment  (Jane Adams),12,Questions to Assess Students’ Online Experience,Online course interactions created a sense of community and connection to my classmates.,6,3.0,4.3,4.26,3.0,5.0,5.0,2,0,2,0,2,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG6115-03 Health Assessment  (Jane Adams),12,Questions to Assess Students’ Online Experience,I had the necessary computer skills and technology to successfully complete the course.,6,3.83,4.72,4.69,4.0,5.0,5.0,2,3,0,0,1,,,
